month,year,quarter,artist,genre,country,region,total_streams,premium_streams,free_streams,premium_revenue_usd,ad_revenue_usd,total_revenue_usd,saves,playlist_adds,skip_rate,popularity_score,artist_trend
2022-08,2022,Q3,Ed Sheeran,Pop,Sweden,Europe,11065297,7967013,3098284,82.72,7305.98,7388.7,773835,313709,0.24,100,Rising
2022-08,2022,Q3,Paramore,Rock,Sweden,Europe,7414652,5338549,2076103,50.77,2337.76,2388.53,337083,78776,0.166,100,Stable
2022-08,2022,Q3,Miley Cyrus,Pop,France,Europe,2484059,1540116,943943,14.21,2516.27,2530.48,141255,115582,0.143,100,Stable
2022-08,2022,Q3,Drake,Hip-Hop,France,Europe,450140,279086,171054,3.06,185.6,188.66,20339,12802,0.294,82,Stable
2022-08,2022,Q3,Kendrick Lamar,Hip-Hop,France,Europe,2059044,1276607,782437,11.99,1016.66,1028.65,69142,59183,0.195,100,Rising
2022-08,2022,Q3,Frank Ocean,R&B,France,Europe,3533913,2191026,1342887,23.84,3071.11,3094.95,236374,96416,0.241,81,Rising
2022-08,2022,Q3,Calvin Harris,Electronic,France,Europe,6480758,4018069,2462689,36.67,3457.31,3493.98,463700,240503,0.227,100,Rising
2022-08,2022,Q3,Giveon,R&B,France,Europe,4973263,3083423,1889840,30.39,4896.41,4926.8,215238,126038,0.084,100,Rising
2022-08,2022,Q3,Peso Pluma,Latin,France,Europe,352815,218745,134070,2.12,151.27,153.39,11846,14718,0.297,75,Rising
2022-08,2022,Q3,Dua Lipa,Pop,France,Europe,6698578,4153118,2545460,43.0,7211.93,7254.93,254196,234885,0.302,100,Rising
2022-08,2022,Q3,Karol G,Latin,France,Europe,3157168,1957444,1199724,16.72,1647.96,1664.68,187202,79025,0.345,85,Rising
2022-08,2022,Q3,Rema,Afrobeats,France,Europe,1938897,1202116,736781,10.5,1330.97,1341.47,82296,40362,0.16,81,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,France,Europe,1975885,1225048,750837,10.66,2060.92,2071.58,114597,90147,0.172,75,Declining
2022-08,2022,Q3,Calvin Harris,Electronic,Ireland,Europe,2022923,1294670,728253,11.06,1590.02,1601.08,41994,20326,0.246,100,Rising
2022-08,2022,Q3,Burna Boy,Afrobeats,Ireland,Europe,536508,343365,193143,2.97,314.21,317.18,15540,17815,0.259,84,Rising
2022-08,2022,Q3,Peso Pluma,Latin,Ireland,Europe,2608540,1669465,939075,18.63,2188.93,2207.56,148697,91392,0.16,80,Rising
2022-08,2022,Q3,Post Malone,Hip-Hop,Ireland,Europe,1690390,1081849,608541,10.71,632.44,643.15,108207,45147,0.222,96,Declining
2022-08,2022,Q3,Arctic Monkeys,Rock,Ireland,Europe,4207033,2692501,1514532,28.37,3445.23,3473.6,306606,140685,0.29,100,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,Ireland,Europe,759453,486049,273404,4.69,699.42,704.11,48215,9402,0.237,70,Declining
2022-08,2022,Q3,Wizkid,Afrobeats,Ireland,Europe,4444889,2844728,1600161,25.09,1989.81,2014.9,247439,105768,0.089,100,Rising
2022-08,2022,Q3,Blackpink,K-Pop,Ireland,Europe,4077311,2609479,1467832,23.41,1718.73,1742.14,174829,178090,0.325,92,Rising
2022-08,2022,Q3,Travis Scott,Hip-Hop,Ireland,Europe,4178036,2673943,1504093,26.98,3510.51,3537.49,142142,123610,0.186,100,Declining
2022-08,2022,Q3,Rema,Afrobeats,Ireland,Europe,747022,478094,268928,4.1,642.99,647.09,34591,23970,0.231,77,Rising
2022-08,2022,Q3,Imagine Dragons,Rock,Ireland,Europe,1030834,659733,371101,6.36,465.03,471.39,44467,32175,0.242,100,Stable
2022-08,2022,Q3,Bts,K-Pop,Spain,Europe,4138246,2276035,1862211,21.17,1992.5,2013.67,147586,87516,0.326,83,Stable
2022-08,2022,Q3,Burna Boy,Afrobeats,Spain,Europe,3983293,2190811,1792482,22.39,4926.05,4948.44,251988,142264,0.233,83,Rising
2022-08,2022,Q3,Bad Bunny,Latin,Spain,Europe,689319,379125,310194,3.26,607.37,610.63,38572,9067,0.157,78,Stable
2022-08,2022,Q3,Newjeans,K-Pop,Spain,Europe,963038,529670,433368,5.35,1056.37,1061.72,31703,37439,0.299,66,Stable
2022-08,2022,Q3,Aespa,K-Pop,Spain,Europe,2950474,1622760,1327714,17.08,3356.45,3373.53,234608,70268,0.191,70,Rising
2022-08,2022,Q3,Karol G,Latin,Spain,Europe,337609,185684,151925,2.05,329.06,331.11,8160,4020,0.097,85,Rising
2022-08,2022,Q3,Drake,Hip-Hop,Spain,Europe,1819938,1000965,818973,10.71,831.82,842.53,95280,75983,0.152,100,Stable
2022-08,2022,Q3,Travis Scott,Hip-Hop,Spain,Europe,2340774,1287425,1053349,12.65,1783.48,1796.13,164218,94421,0.167,100,Declining
2022-08,2022,Q3,Paramore,Rock,Spain,Europe,5614235,3087829,2526406,31.39,4446.51,4477.9,403092,204316,0.275,100,Stable
2022-08,2022,Q3,Ed Sheeran,Pop,Spain,Europe,1122504,617377,505127,5.7,1241.42,1247.12,72813,29070,0.137,100,Rising
2022-08,2022,Q3,J. Cole,Hip-Hop,Spain,Europe,6005549,3303051,2702498,29.76,6392.8,6422.56,274046,202153,0.278,100,Stable
2022-08,2022,Q3,Disclosure,Electronic,Italy,Europe,8670509,4508664,4161845,39.89,6248.23,6288.12,246107,222024,0.157,100,Rising
2022-08,2022,Q3,Blackpink,K-Pop,Italy,Europe,971926,505401,466525,5.43,1139.84,1145.27,27654,43815,0.129,100,Rising
2022-08,2022,Q3,Rema,Afrobeats,Italy,Europe,1045160,543483,501677,5.28,819.27,824.55,61063,28704,0.105,86,Rising
2022-08,2022,Q3,Coldplay,Rock,Italy,Europe,5625628,2925326,2700302,29.44,3150.59,3180.03,395129,194199,0.127,100,Stable
2022-08,2022,Q3,The Weeknd,R&B/Pop,Italy,Europe,4100569,2132295,1968274,24.03,5162.6,5186.63,285860,134450,0.163,88,Rising
2022-08,2022,Q3,Aespa,K-Pop,Italy,Europe,3342874,1738294,1604580,18.33,4697.49,4715.82,253559,109663,0.278,79,Rising
2022-08,2022,Q3,Ariana Grande,Pop,Italy,Europe,5402199,2809143,2593056,24.1,5514.65,5538.75,355302,133342,0.227,100,Stable
2022-08,2022,Q3,Burna Boy,Afrobeats,Italy,Europe,2007151,1043718,963433,9.41,1680.03,1689.44,43549,31076,0.127,72,Rising
2022-08,2022,Q3,Drake,Hip-Hop,United States,Americas,2183640,1266511,917129,14.63,2145.78,2160.41,131109,66735,0.178,100,Stable
2022-08,2022,Q3,Lil Baby,Hip-Hop,United States,Americas,324522,188222,136300,2.03,211.71,213.74,25468,6604,0.164,100,Declining
2022-08,2022,Q3,Peso Pluma,Latin,United States,Americas,11856721,6876898,4979823,78.1,6757.95,6836.05,504726,340448,0.193,100,Rising
2022-08,2022,Q3,Newjeans,K-Pop,United States,Americas,4540082,2633247,1906835,26.39,2460.07,2486.46,123677,159411,0.08,64,Stable
2022-08,2022,Q3,Miley Cyrus,Pop,United States,Americas,2160801,1253264,907537,14.58,1688.23,1702.81,132812,66647,0.344,100,Stable
2022-08,2022,Q3,Rauw Alejandro,Latin,United States,Americas,897769,520706,377063,5.57,1095.31,1100.88,62330,26252,0.262,100,Stable
2022-08,2022,Q3,Billie Eilish,Pop,United States,Americas,7731623,4484341,3247282,48.89,8080.68,8129.57,509545,126352,0.24,100,Declining
2022-08,2022,Q3,Post Malone,Hip-Hop,United States,Americas,6081617,3527337,2554280,39.89,4022.24,4062.13,337828,133257,0.095,100,Declining
2022-08,2022,Q3,Asake,Afrobeats,Brazil,Americas,1616586,614302,1002284,3.51,1756.3,1759.81,51761,42943,0.246,53,Rising
2022-08,2022,Q3,Doja Cat,Pop,Brazil,Americas,1401522,532578,868944,3.0,1209.05,1212.05,92323,15332,0.181,100,Stable
2022-08,2022,Q3,Karol G,Latin,Brazil,Americas,4495203,1708177,2787026,8.84,5150.07,5158.91,240032,83289,0.266,100,Rising
2022-08,2022,Q3,Harry Styles,Pop,Brazil,Americas,11990845,4556521,7434324,25.15,15933.83,15958.98,567174,191679,0.201,100,Stable
2022-08,2022,Q3,J Balvin,Latin,Brazil,Americas,4478106,1701680,2776426,8.44,5761.67,5770.11,221733,188513,0.261,100,Rising
2022-08,2022,Q3,Newjeans,K-Pop,Brazil,Americas,1496839,568798,928041,2.59,2413.51,2416.1,86024,42993,0.139,62,Stable
2022-08,2022,Q3,Rema,Afrobeats,Brazil,Americas,4909416,1865578,3043838,10.09,3894.3,3904.39,349485,127636,0.277,84,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,Brazil,Americas,4493678,1707597,2786081,9.5,4854.32,4863.82,110190,217197,0.197,100,Declining
2022-08,2022,Q3,Bad Bunny,Latin,Brazil,Americas,11013402,4185092,6828310,19.65,10871.96,10891.61,551713,491906,0.295,100,Stable
2022-08,2022,Q3,Billie Eilish,Pop,Brazil,Americas,2617197,994534,1622663,4.68,4717.59,4722.27,175397,95258,0.22,100,Declining
2022-08,2022,Q3,Disclosure,Electronic,Brazil,Americas,485191,184372,300819,0.9,556.82,557.72,35085,12522,0.17,77,Rising
2022-08,2022,Q3,Doja Cat,Pop,Mexico,Americas,6703832,2346341,4357491,8.07,11745.97,11754.04,481549,226919,0.235,100,Stable
2022-08,2022,Q3,Tyla,Afrobeats,Mexico,Americas,4455962,1559586,2896376,5.9,6222.74,6228.64,167295,116260,0.286,87,Rising
2022-08,2022,Q3,The Weeknd,R&B/Pop,Mexico,Americas,3336889,1167911,2168978,5.28,5124.23,5129.51,195996,128351,0.328,97,Rising
2022-08,2022,Q3,Disclosure,Electronic,Mexico,Americas,172567,60398,112169,0.24,228.7,228.94,9994,7252,0.202,82,Rising
2022-08,2022,Q3,Davido,Afrobeats,Mexico,Americas,6091553,2132043,3959510,7.42,6223.61,6231.03,255860,212404,0.098,99,Rising
2022-08,2022,Q3,Miley Cyrus,Pop,Mexico,Americas,6331057,2215869,4115188,9.3,4266.2,4275.5,413677,130506,0.164,100,Stable
2022-08,2022,Q3,Ed Sheeran,Pop,Mexico,Americas,8652670,3028434,5624236,12.46,5976.56,5989.02,234749,194474,0.2,100,Rising
2022-08,2022,Q3,Dua Lipa,Pop,Mexico,Americas,5875321,2056362,3818959,9.17,6434.43,6443.6,469390,59576,0.087,100,Rising
2022-08,2022,Q3,Burna Boy,Afrobeats,Mexico,Americas,1978122,692342,1285780,2.46,2801.41,2803.87,106948,96611,0.319,88,Rising
2022-08,2022,Q3,Frank Ocean,R&B,Colombia,Americas,8944971,2683491,6261480,8.32,14187.66,14195.98,565364,147002,0.251,100,Rising
2022-08,2022,Q3,Ed Sheeran,Pop,Colombia,Americas,5698877,1709663,3989214,5.4,8070.07,8075.47,145866,266909,0.173,100,Rising
2022-08,2022,Q3,H.E.R.,R&B,Colombia,Americas,4518054,1355416,3162638,4.19,5127.7,5131.89,301377,143350,0.305,100,Rising
2022-08,2022,Q3,Blackpink,K-Pop,Colombia,Americas,3905121,1171536,2733585,4.63,6521.84,6526.47,281391,96293,0.092,100,Rising
2022-08,2022,Q3,Peso Pluma,Latin,Colombia,Americas,6602175,1980652,4621523,7.56,6413.98,6421.54,225782,297581,0.301,100,Rising
2022-08,2022,Q3,Calvin Harris,Electronic,Colombia,Americas,916320,274896,641424,0.88,1727.54,1728.42,41128,10488,0.167,74,Rising
2022-08,2022,Q3,Taylor Swift,Pop,Colombia,Americas,5716385,1714915,4001470,5.53,8512.06,8517.59,392721,227860,0.231,100,Stable
2022-08,2022,Q3,Billie Eilish,Pop,Colombia,Americas,8786170,2635851,6150319,8.37,8438.34,8446.71,310024,195030,0.177,100,Declining
2022-08,2022,Q3,Doja Cat,Pop,Colombia,Americas,7162977,2148893,5014084,6.96,12563.22,12570.18,300436,279744,0.203,100,Stable
2022-08,2022,Q3,J. Cole,Hip-Hop,Colombia,Americas,6328555,1898566,4429989,7.53,11869.04,11876.57,288329,226490,0.128,100,Stable
2022-08,2022,Q3,Nicki Minaj,Hip-Hop,Colombia,Americas,5043265,1512979,3530286,5.96,6406.3,6412.26,403111,167279,0.091,100,Stable
2022-08,2022,Q3,Coldplay,Rock,Nigeria,Africa,559220,100659,458561,0.28,988.12,988.4,25203,9301,0.122,53,Stable
2022-08,2022,Q3,Giveon,R&B,Nigeria,Africa,4392596,790667,3601929,2.44,7996.15,7998.59,235567,204641,0.262,100,Rising
2022-08,2022,Q3,Paramore,Rock,Nigeria,Africa,1261923,227146,1034777,0.77,1242.89,1243.66,45821,62042,0.153,79,Stable
2022-08,2022,Q3,Aespa,K-Pop,Nigeria,Africa,1361059,244990,1116069,0.66,3027.45,3028.11,99301,29775,0.302,69,Rising
2022-08,2022,Q3,Rauw Alejandro,Latin,Nigeria,Africa,765659,137818,627841,0.44,1131.78,1132.22,24160,18562,0.126,62,Stable
2022-08,2022,Q3,Ariana Grande,Pop,Nigeria,Africa,2663926,479506,2184420,1.54,3121.71,3123.25,209500,32189,0.175,100,Stable
2022-08,2022,Q3,Burna Boy,Afrobeats,Nigeria,Africa,7325277,1318549,6006728,4.27,14567.25,14571.52,425577,186711,0.325,100,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,Nigeria,Africa,1558558,280540,1278018,0.72,2158.61,2159.33,39378,45464,0.277,100,Declining
2022-08,2022,Q3,Wizkid,Afrobeats,Nigeria,Africa,7479154,1346247,6132907,4.58,8659.88,8664.46,443438,87774,0.098,100,Rising
2022-08,2022,Q3,Harry Styles,Pop,South Africa,Africa,3188708,892838,2295870,3.95,4106.15,4110.1,240724,140017,0.182,100,Stable
2022-08,2022,Q3,21 Savage,Hip-Hop,South Africa,Africa,2278997,638119,1640878,2.66,4906.4,4909.06,173816,23180,0.319,96,Declining
2022-08,2022,Q3,Karol G,Latin,South Africa,Africa,1592262,445833,1146429,1.69,3335.34,3337.03,98403,50264,0.218,62,Rising
2022-08,2022,Q3,Martin Garrix,Electronic,South Africa,Africa,1044112,292351,751761,1.32,1979.33,1980.65,39700,28565,0.102,89,Rising
2022-08,2022,Q3,Calvin Harris,Electronic,South Africa,Africa,1308916,366496,942420,1.36,2153.96,2155.32,81418,28749,0.285,62,Rising
2022-08,2022,Q3,Bts,K-Pop,South Africa,Africa,1808171,506287,1301884,1.75,2332.12,2333.87,56624,58702,0.267,78,Stable
2022-08,2022,Q3,Olivia Rodrigo,Pop,South Africa,Africa,2467740,690967,1776773,2.94,4585.08,4588.02,92118,62927,0.249,99,Rising
2022-08,2022,Q3,Ariana Grande,Pop,South Africa,Africa,1481834,414913,1066921,1.45,1164.93,1166.38,39559,25911,0.216,100,Stable
2022-08,2022,Q3,Paramore,Rock,Kenya,Africa,1629285,244392,1384893,0.59,4117.25,4117.84,74724,36217,0.179,66,Stable
2022-08,2022,Q3,Arctic Monkeys,Rock,Kenya,Africa,1641983,246297,1395686,0.58,4093.04,4093.62,47923,65193,0.176,100,Rising
2022-08,2022,Q3,Doja Cat,Pop,Kenya,Africa,2967025,445053,2521972,1.02,5255.13,5256.15,98462,106824,0.324,99,Stable
2022-08,2022,Q3,Martin Garrix,Electronic,Kenya,Africa,2636690,395503,2241187,0.89,6394.11,6395.0,57830,75149,0.165,99,Rising
2022-08,2022,Q3,Newjeans,K-Pop,Kenya,Africa,126938,19040,107898,0.05,159.46,159.51,3441,5691,0.082,69,Stable
2022-08,2022,Q3,Imagine Dragons,Rock,Kenya,Africa,269024,40353,228671,0.11,278.72,278.83,9746,3192,0.197,88,Stable
2022-08,2022,Q3,21 Savage,Hip-Hop,Kenya,Africa,2248928,337339,1911589,0.82,4383.68,4384.5,81671,57042,0.278,100,Declining
2022-08,2022,Q3,Miley Cyrus,Pop,Kenya,Africa,825476,123821,701655,0.28,1686.83,1687.11,52455,30517,0.171,86,Stable
2022-08,2022,Q3,Burna Boy,Afrobeats,Kenya,Africa,3489078,523361,2965717,1.31,4837.52,4838.83,277260,95102,0.315,100,Rising
2022-08,2022,Q3,Rauw Alejandro,Latin,Kenya,Africa,131653,19747,111906,0.05,120.09,120.14,4105,5249,0.168,82,Stable
2022-08,2022,Q3,Taylor Swift,Pop,Kenya,Africa,816591,122488,694103,0.28,1644.74,1645.02,25483,25906,0.346,100,Stable
2022-08,2022,Q3,Asake,Afrobeats,Ghana,Africa,5367242,751413,4615829,1.55,10166.9,10168.45,336693,121744,0.226,100,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,Ghana,Africa,2130563,298278,1832285,0.62,3125.43,3126.05,90613,59424,0.293,100,Declining
2022-08,2022,Q3,Imagine Dragons,Rock,Ghana,Africa,2366714,331339,2035375,0.74,3222.06,3222.8,80620,74079,0.111,91,Stable
2022-08,2022,Q3,Karol G,Latin,Ghana,Africa,1526103,213654,1312449,0.51,3705.25,3705.76,65266,66424,0.165,62,Rising
2022-08,2022,Q3,Kendrick Lamar,Hip-Hop,Ghana,Africa,1864474,261026,1603448,0.6,4282.37,4282.97,106177,65912,0.226,100,Rising
2022-08,2022,Q3,Fred Again..,Electronic,Ghana,Africa,94935,13290,81645,0.03,192.49,192.52,6156,1387,0.141,47,Declining
2022-08,2022,Q3,Billie Eilish,Pop,Ghana,Africa,640828,89715,551113,0.2,1529.44,1529.64,34594,23878,0.172,100,Declining
2022-08,2022,Q3,Aespa,K-Pop,Ghana,Africa,104849,14678,90171,0.03,179.13,179.16,3959,2416,0.339,68,Rising
2022-08,2022,Q3,Rema,Afrobeats,Ghana,Africa,1581540,221415,1360125,0.44,1859.06,1859.5,116420,75211,0.291,100,Rising
2022-08,2022,Q3,Olivia Rodrigo,Pop,Ghana,Africa,2536196,355067,2181129,0.89,2374.58,2375.47,97656,94286,0.233,95,Rising
2022-08,2022,Q3,Martin Garrix,Electronic,Ghana,Africa,1329344,186108,1143236,0.39,1975.66,1976.05,79784,37065,0.332,100,Rising
2022-08,2022,Q3,Arctic Monkeys,Rock,Ghana,Africa,2717609,380465,2337144,0.93,2503.32,2504.25,216981,122035,0.16,95,Rising
2022-08,2022,Q3,Newjeans,K-Pop,Japan,Asia,3463540,2078124,1385416,18.97,2267.31,2286.28,198350,57392,0.308,100,Stable
2022-08,2022,Q3,Coldplay,Rock,Japan,Asia,1021097,612658,408439,5.88,1050.4,1056.28,54477,45218,0.143,57,Stable
2022-08,2022,Q3,Doja Cat,Pop,Japan,Asia,8492788,5095672,3397116,50.31,8588.29,8638.6,212561,139524,0.278,100,Stable
2022-08,2022,Q3,Bad Bunny,Latin,Japan,Asia,240681,144408,96273,1.52,265.07,266.59,14933,8719,0.278,79,Stable
2022-08,2022,Q3,Blackpink,K-Pop,Japan,Asia,13958407,8375044,5583363,89.92,13668.07,13757.99,740624,569733,0.18,100,Rising
2022-08,2022,Q3,Dua Lipa,Pop,Japan,Asia,5052084,3031250,2020834,30.14,3497.68,3527.82,243641,104386,0.173,100,Rising
2022-08,2022,Q3,Martin Garrix,Electronic,Japan,Asia,7744861,4646916,3097945,42.17,8993.19,9035.36,451035,321474,0.269,100,Rising
2022-08,2022,Q3,Frank Ocean,R&B,Japan,Asia,3364758,2018854,1345904,19.22,3236.13,3255.35,163562,75671,0.157,72,Rising
2022-08,2022,Q3,Rema,Afrobeats,Japan,Asia,4505434,2703260,1802174,24.76,4580.76,4605.52,128713,81995,0.265,79,Rising
2022-08,2022,Q3,J. Cole,Hip-Hop,Japan,Asia,3698951,2219370,1479581,19.74,3020.19,3039.93,160830,179018,0.17,86,Stable
2022-08,2022,Q3,H.E.R.,R&B,Japan,Asia,491928,295156,196772,2.71,483.87,486.58,15950,12338,0.082,73,Rising
2022-08,2022,Q3,Asake,Afrobeats,Japan,Asia,2509458,1505674,1003784,14.62,2672.95,2687.57,78555,103842,0.241,65,Rising
2022-08,2022,Q3,Asake,Afrobeats,South Korea,Asia,939097,516503,422594,4.54,438.85,443.39,25104,46600,0.156,63,Rising
2022-08,2022,Q3,21 Savage,Hip-Hop,South Korea,Asia,2793228,1536275,1256953,13.21,2910.55,2923.76,153257,87137,0.308,59,Declining
2022-08,2022,Q3,Fred Again..,Electronic,South Korea,Asia,1414002,777701,636301,6.15,1908.48,1914.63,61262,36028,0.216,74,Declining
2022-08,2022,Q3,Martin Garrix,Electronic,South Korea,Asia,290005,159502,130503,1.25,356.22,357.47,17887,2994,0.247,100,Rising
2022-08,2022,Q3,The Weeknd,R&B/Pop,South Korea,Asia,2906018,1598309,1307709,11.68,2038.55,2050.23,100146,86892,0.335,100,Rising
2022-08,2022,Q3,Twenty One Pilots,Rock,South Korea,Asia,677599,372679,304920,2.93,739.28,742.21,28833,31921,0.106,58,Stable
2022-08,2022,Q3,Davido,Afrobeats,South Korea,Asia,3796934,2088313,1708621,15.41,3436.6,3452.01,83307,136223,0.23,100,Rising
2022-08,2022,Q3,Ed Sheeran,Pop,South Korea,Asia,9934728,5464100,4470628,41.31,6247.58,6288.89,708129,176572,0.124,100,Rising
2022-08,2022,Q3,Asake,Afrobeats,India,Asia,986779,217091,769688,0.43,2197.99,2198.42,34971,20518,0.191,56,Rising
2022-08,2022,Q3,Arctic Monkeys,Rock,India,Asia,537759,118306,419453,0.24,1142.06,1142.3,37572,11444,0.228,91,Rising
2022-08,2022,Q3,Davido,Afrobeats,India,Asia,2912889,640835,2272054,1.23,3647.81,3649.04,138769,58462,0.181,100,Rising
2022-08,2022,Q3,Disclosure,Electronic,India,Asia,5272049,1159850,4112199,1.99,6316.41,6318.4,122451,247653,0.259,100,Rising
2022-08,2022,Q3,Kendrick Lamar,Hip-Hop,India,Asia,4111898,904617,3207281,1.83,8719.7,8721.53,107297,98196,0.225,100,Rising
2022-08,2022,Q3,Bts,K-Pop,India,Asia,6323202,1391104,4932098,2.4,6329.89,6332.29,353434,219827,0.089,100,Stable
2022-08,2022,Q3,Blackpink,K-Pop,India,Asia,26255749,5776264,20479485,11.84,43257.4,43269.24,1162586,713156,0.141,100,Rising
2022-08,2022,Q3,Martin Garrix,Electronic,India,Asia,5929057,1304392,4624665,2.32,4900.12,4902.44,450676,184215,0.225,100,Rising
2022-08,2022,Q3,Ed Sheeran,Pop,Indonesia,Asia,7007774,1401554,5606220,4.01,10095.87,10099.88,408518,318366,0.194,100,Rising
2022-08,2022,Q3,Olivia Rodrigo,Pop,Indonesia,Asia,6943401,1388680,5554721,2.96,16043.97,16046.93,209571,72088,0.144,100,Rising
2022-08,2022,Q3,H.E.R.,R&B,Indonesia,Asia,2932277,586455,2345822,1.27,3078.55,3079.82,77173,109481,0.244,64,Rising
2022-08,2022,Q3,Bts,K-Pop,Indonesia,Asia,918327,183665,734662,0.41,1026.18,1026.59,44398,27241,0.085,100,Stable
2022-08,2022,Q3,Dua Lipa,Pop,Indonesia,Asia,2044553,408910,1635643,0.94,2647.28,2648.22,149548,44837,0.281,100,Rising
2022-08,2022,Q3,Burna Boy,Afrobeats,Indonesia,Asia,2329867,465973,1863894,1.25,2273.43,2274.68,105964,24956,0.089,86,Rising
2022-08,2022,Q3,Travis Scott,Hip-Hop,Indonesia,Asia,3573532,714706,2858826,1.83,7854.39,7856.22,240739,132041,0.245,89,Declining
2022-08,2022,Q3,Sza,R&B,Indonesia,Asia,1714710,342942,1371768,0.76,1765.68,1766.44,102302,62514,0.309,84,Stable
2022-08,2022,Q3,Disclosure,Electronic,Indonesia,Asia,5897507,1179501,4718006,2.69,11078.09,11080.78,154900,166088,0.213,100,Rising
2022-08,2022,Q3,Tyla,Afrobeats,Argentina,Latam,1026401,328448,697953,1.03,1394.88,1395.91,62077,50015,0.119,46,Rising
2022-08,2022,Q3,Wizkid,Afrobeats,Argentina,Latam,1484929,475177,1009752,1.61,2972.81,2974.42,61904,38259,0.134,46,Rising
2022-08,2022,Q3,Newjeans,K-Pop,Argentina,Latam,2412087,771867,1640220,2.3,1691.42,1693.72,78717,74150,0.225,66,Stable
2022-08,2022,Q3,J Balvin,Latin,Argentina,Latam,7112068,2275861,4836207,8.3,6422.87,6431.17,153319,96720,0.157,100,Rising
2022-08,2022,Q3,Arctic Monkeys,Rock,Argentina,Latam,1247913,399332,848581,1.36,943.55,944.91,91244,36529,0.268,95,Rising
2022-08,2022,Q3,Blackpink,K-Pop,Argentina,Latam,2615604,836993,1778611,2.99,2416.61,2419.6,142271,129090,0.159,100,Rising
2022-08,2022,Q3,J. Cole,Hip-Hop,Argentina,Latam,1937438,619980,1317458,2.2,1761.62,1763.82,112155,26013,0.336,100,Stable
2022-08,2022,Q3,Dua Lipa,Pop,Argentina,Latam,1358375,434680,923695,1.54,1058.52,1060.06,97680,36958,0.237,100,Rising
2022-08,2022,Q3,Burna Boy,Afrobeats,Chile,Latam,1413796,480690,933106,1.55,2756.67,2758.22,95848,37493,0.121,43,Rising
2022-08,2022,Q3,Asake,Afrobeats,Chile,Latam,830740,282451,548289,0.9,1158.96,1159.86,55845,18751,0.103,28,Rising
2022-08,2022,Q3,Harry Styles,Pop,Chile,Latam,3829047,1301875,2527172,4.16,7314.78,7318.94,295790,189992,0.298,100,Stable
2022-08,2022,Q3,Disclosure,Electronic,Chile,Latam,1517558,515969,1001589,2.03,2120.3,2122.33,53133,27697,0.117,73,Rising
2022-08,2022,Q3,Davido,Afrobeats,Chile,Latam,1381353,469660,911693,1.47,2109.31,2110.78,92708,44176,0.264,51,Rising
2022-08,2022,Q3,Lil Baby,Hip-Hop,Chile,Latam,2985254,1014986,1970268,3.49,5361.2,5364.69,83119,68748,0.236,94,Declining
2022-08,2022,Q3,Ariana Grande,Pop,Chile,Latam,2172951,738803,1434148,2.3,4172.91,4175.21,53418,30056,0.214,100,Stable
2022-08,2022,Q3,Rema,Afrobeats,Chile,Latam,455113,154738,300375,0.47,887.74,888.21,30690,13473,0.103,41,Rising
2022-08,2022,Q3,Rauw Alejandro,Latin,Chile,Latam,6099633,2073875,4025758,7.0,8302.29,8309.29,449099,123636,0.145,100,Stable
2022-09,2022,Q3,Brent Faiyaz,R&B,Netherlands,Europe,2417283,1643752,773531,17.39,1094.39,1111.78,182671,45027,0.149,68,Rising
2022-09,2022,Q3,Peso Pluma,Latin,Netherlands,Europe,1099298,747522,351776,8.11,1005.72,1013.83,71889,13275,0.306,95,Rising
2022-09,2022,Q3,Bad Bunny,Latin,Netherlands,Europe,2056411,1398359,658052,15.55,1779.56,1795.11,160179,68386,0.325,96,Stable
2022-09,2022,Q3,Davido,Afrobeats,Netherlands,Europe,930359,632644,297715,7.2,579.67,586.87,63162,14037,0.187,98,Rising
2022-09,2022,Q3,Kendrick Lamar,Hip-Hop,Netherlands,Europe,2222350,1511198,711152,14.07,2003.31,2017.38,106388,59928,0.309,100,Rising
2022-09,2022,Q3,Stray Kids,K-Pop,Netherlands,Europe,1273302,865845,407457,8.62,939.34,947.96,34733,21672,0.147,80,Declining
